symbol,ABNB,ADBE,ADI,ADP,ADSK,AEP,ALGN,AMAT,AMD,AMGN,ANSS,ASML,ATVI,AVGO,AZN,BIIB,BKNG,BKR,CDNS,CEG,CHTR,CMCSA,COST,CPRT,CRWD,CSCO,CSGP,CSX,CTAS,CTSH,DDOG,DLTR,DXCM,EA,EBAY,ENPH,EXC,FANG,FAST,FISV,FTNT,GFS,GILD,GOOG,GOOGL,HON,IDXX,ILMN,INTC,INTU,ISRG,JD,KDP,KHC,KLAC,LCID,LRCX,LULU,MAR,MCHP,MDLZ,MELI,META,MNST,MRNA,MRVL,MSFT,MU,NFLX,NVDA,NXPI,ODFL,ORLY,PANW,PAYX,PCAR,PDD,PEP,PYPL,QCOM,REGN,RIVN,ROST,SBUX,SGEN,SIRI,SNPS,TEAM,TMUS,TXN,VRSK,VRTX,WBA,WBD,WDAY,XEL,ZM,ZS
sctr_col,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase,one_day_increase
2023-03-10 05:00:00+00:00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2023-03-13 04:00:00+00:00,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2023-03-14 04:00:00+00:00,False,False,True,False,True,True,True,True,False,False,True,True,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,True,True,True,True,False,False,True,True,True,False
2023-03-15 04:00:00+00:00,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False
2023-03-16 04:00:00+00:00,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2023-03-17 04:00:00+00:00,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2023-03-20 04:00:00+00:00,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
2023-03-21 04:00:00+00:00,True,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,True,True,True,True,False,True,False,True,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,True,True,False,True,False,True,False
2023-03-22 04:00:00+00:00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-03-23 04:00:00+00:00,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-03-24 04:00:00+00:00,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2023-03-27 04:00:00+00:00,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2023-03-28 04:00:00+00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False
2023-03-29 04:00:00+00:00,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,False,False
2023-03-30 04:00:00+00:00,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,False,True,True,False,True,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True
2023-03-31 04:00:00+00:00,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,True,False,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True
2023-04-03 04:00:00+00:00,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False
2023-04-04 04:00:00+00:00,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2023-04-05 04:00:00+00:00,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
