symbol,BTC-USD,AVAX-USD,ETH-USD,DOT-USD,MATIC-USD,AAVE-USD,CRV-USD,XRP-USD,MKR-USD,DOGE-USD,BNB-USD,ATOM-USD,SHIB-USD,BTC-USD,AVAX-USD,ETH-USD,DOT-USD,MATIC-USD,AAVE-USD,CRV-USD,XRP-USD,MKR-USD,DOGE-USD,BNB-USD,ATOM-USD,SHIB-USD,BTC-USD,AVAX-USD,ETH-USD,DOT-USD,MATIC-USD,AAVE-USD,CRV-USD,XRP-USD,MKR-USD,DOGE-USD,BNB-USD,ATOM-USD,SHIB-USD
sctr_col,sctr,sctr,sctr,sctr,sctr,sctr,sctr,sctr,sctr,sctr,sctr,sctr,sctr,close,close,close,close,close,close,close,close,close,close,close,close,close,rank,rank,rank,rank,rank,rank,rank,rank,rank,rank,rank,rank,rank
2023-02-04 00:00:00+00:00,53.19665124810472,62.42168664319609,59.269787578232545,56.75962980191741,76.65607691244108,60.36868779692786,63.86762031829908,49.76833589751454,51.69612465296721,60.83773270459612,62.6808961559818,62.456853133794,79.00816696001144,23331.84765625,21.0246353149,1667.0592041016,6.8831062317,1.2506279945,88.7489242554,1.109128952,0.4113050103,701.3508911133,0.0957819968,330.6170959473,14.6792612076,1.4999999999999999e-05,11.0,6.0,9.0,10.0,2.0,8.0,3.0,13.0,12.0,7.0,4.0,5.0,1.0
2023-02-05 00:00:00+00:00,51.46238608754726,56.13549742397403,57.11756824618144,52.18072237248358,65.4931366141633,53.7302435102709,57.262961659087296,47.590808312335916,51.548253975265325,56.68846512692792,61.994771278985546,64.66104940325869,69.56540647484579,22955.666015625,20.1080169678,1631.6458740234,6.6447238922,1.2045010328,85.6467056274,1.0508099794,0.3989369869,695.0135498047,0.09209500250000001,327.869354248,14.7545557022,1.4e-05,12.0,8.0,6.0,10.0,2.0,9.0,5.0,13.0,11.0,7.0,4.0,3.0,1.0
2023-02-06 00:00:00+00:00,50.36028758093613,45.07042260729965,51.183132074571034,48.41347955716737,62.41470072970121,49.08850717625966,53.28099964783853,45.90828701395172,46.62288387930287,53.414714242228264,55.261449443426535,57.83645485354782,68.82647725199465,22760.109375,19.5850353241,1616.2470703125,6.4947991371,1.1904150248,84.1394348145,1.0454059839,0.3928239942,693.700012207,0.0895489976,324.627166748,14.1429224014,1.4e-05,8.0,13.0,7.0,10.0,2.0,9.0,6.0,12.0,11.0,5.0,4.0,3.0,1.0
2023-02-07 00:00:00+00:00,52.61086359806278,52.23467058429638,55.32814747579683,56.12007333658341,69.9217277968771,55.88898112623059,59.902809862971104,49.203136716593775,59.36585507119542,56.536360632189954,58.20580885671717,64.4497568581453,68.51543992876101,23264.291015625,20.8452186584,1672.0035400391,6.9420280457,1.2689750195,88.8346405029,1.0916149616,0.403903991,789.498840332,0.0925759971,333.2278747559,14.957318306,1.4e-05,11.0,12.0,10.0,8.0,1.0,9.0,4.0,13.0,5.0,7.0,6.0,3.0,2.0
2023-02-08 00:00:00+00:00,54.58438649053409,50.39473301759649,56.727741267625134,52.50968782528949,71.45509118743048,56.63373131072339,63.41728098924612,47.275387347715,61.5495952257768,52.67857183473203,59.64454813552092,64.33847793025888,68.30892832543984,22939.3984375,20.0814743042,1650.716796875,6.749273777,1.3039699793000001,86.9266815186,1.1391479969,0.39805200700000004,781.3359375,0.09015599640000001,328.0886535645,15.1461009979,1.4e-05,9.0,12.0,7.0,11.0,1.0,8.0,4.0,13.0,5.0,10.0,6.0,3.0,2.0
2023-02-09 00:00:00+00:00,51.16208261695129,42.51115581845247,52.29477985317513,47.8665547701972,68.2267762458998,49.491863340364326,51.54039787490861,45.61187914425177,54.83943994341896,44.238879904516416,53.80430113893675,55.91881846233356,51.79095491484587,21819.0390625,17.8744525909,1546.4382324219,6.2313070297,1.2283420563,77.7461776733,0.9715890288000001,0.3824659884,709.911315918,0.0814799964,305.9604187012,13.5021495819,1.2e-05,8.0,13.0,5.0,10.0,1.0,9.0,7.0,11.0,3.0,12.0,4.0,2.0,6.0
2023-02-10 00:00:00+00:00,44.83097512589191,37.97758121555876,44.78171459274865,45.7172347748747,66.96520240471581,44.67716990741633,49.14558153789234,44.486167898362865,48.67194221429644,40.79525506654293,48.01471544020751,53.35772301795113,60.15454631447546,21651.18359375,17.7985305786,1514.869140625,6.1896901131,1.2305949926,78.7896881104,0.960071981,0.3826450109,712.9164428711,0.0810900033,305.9541320801,13.7091341019,1.3e-05,8.0,13.0,9.0,7.0,1.0,10.0,4.0,11.0,5.0,12.0,6.0,3.0,2.0
2023-02-11 00:00:00+00:00,44.758128538576315,38.19079161622065,44.886019295162335,46.12413906031183,65.21792906215894,42.82241551630872,45.79948321142878,44.20994277853,49.078383688154176,43.414688258201494,48.77595415082486,49.378792591517126,60.4815509375327,21870.875,18.0290851593,1539.9267578125,6.278796196,1.251412034,79.4047775269,0.9590129852,0.3840079904,723.549621582,0.0823720023,310.616027832,13.7586069107,1.3e-05,9.0,13.0,8.0,6.0,1.0,12.0,7.0,10.0,4.0,11.0,5.0,3.0,2.0
2023-02-12 00:00:00+00:00,49.80529764596898,39.87760482577434,43.311496104084576,45.112963516650794,64.65372491524084,45.59811550713935,45.24432598986154,42.64885746162776,48.73776166056346,44.79317819454808,53.671123294244396,51.52223592212645,60.49789509084875,21788.203125,17.7686977386,1515.0336914062,6.1765141487,1.2385159731,77.4081878662,0.9282100201000001,0.37528198960000003,684.7098388672,0.0821439996,312.9296569824,13.5373725891,1.3e-05,5.0,13.0,11.0,9.0,1.0,7.0,8.0,12.0,6.0,10.0,3.0,4.0,2.0
2023-02-13 00:00:00+00:00,49.91226683184133,38.74967953071617,45.96706453594342,41.478051420049745,57.61128714453346,47.33236284135373,54.66922540874774,41.621237292144784,53.07351584644506,44.02169848189297,46.694836206794534,46.55266707826736,48.99658768620671,21808.1015625,17.6209716797,1507.1658935547,6.1212749481,1.186844945,82.3944702148,1.0521190166,0.3716750145,770.1089477539,0.0821560025,294.4753417969,13.1408624649,1.2e-05,4.0,13.0,9.0,12.0,1.0,6.0,2.0,11.0,3.0,10.0,7.0,8.0,5.0
2023-02-14 00:00:00+00:00,46.97698646252476,41.390706184681925,45.314851356469376,43.63010902664831,63.410143373309054,51.67574714697665,57.135125460293864,44.448290483339605,53.82895749911082,44.37195854988106,42.42657123227694,48.840038068135236,50.817642721264484,22220.8046875,18.1470317841,1556.8751220703,6.2275738716,1.2587729692,83.0646896362,1.0785440207,0.3824070096,740.7565917969,0.08353400230000001,296.1203613281,13.4107236862,1.3e-05,7.0,13.0,8.0,11.0,1.0,4.0,2.0,9.0,3.0,10.0,12.0,6.0,5.0
2023-02-15 00:00:00+00:00,61.77928815054289,52.41833044218102,58.31414951772419,50.80400007772211,71.1542023375874,60.23936871296117,65.44271746681281,50.380129037488615,56.71405148528217,52.11548618075682,49.36824611089936,55.203030306962575,60.89382780563013,24307.841796875,19.9236469269,1673.7459716797,6.6095228195,1.330031991,89.3331375122,1.1484040022,0.4013519883,760.2007446289,0.0892909989,317.1692199707,14.2730474472,1.4e-05,3.0,9.0,6.0,11.0,1.0,5.0,2.0,12.0,7.0,10.0,13.0,8.0,4.0
